modGenes	module	colourRGB
ENSBTAG00000008329	purple	#A020F0
ENSBTAG00000008330	brown	#A52A2A
ENSBTAG00000008339	brown	#A52A2A
ENSBTAG00000008341	black	#000000
ENSBTAG00000008342	red	#FF0000
ENSBTAG00000008347	yellow	#FFFF00
ENSBTAG00000008348	brown	#A52A2A
ENSBTAG00000008350	turquoise	#40E0D0
ENSBTAG00000008355	turquoise	#40E0D0
ENSBTAG00000008361	blue	#0000FF
ENSBTAG00000008368	turquoise	#40E0D0
ENSBTAG00000008370	turquoise	#40E0D0
ENSBTAG00000008371	royalblue	#4169E1
ENSBTAG00000008378	purple	#A020F0
ENSBTAG00000008385	turquoise	#40E0D0
ENSBTAG00000008386	purple	#A020F0
ENSBTAG00000008388	green	#00FF00
ENSBTAG00000008390	magenta	#FF00FF
ENSBTAG00000008396	brown	#A52A2A
ENSBTAG00000008397	turquoise	#40E0D0
ENSBTAG00000008399	turquoise	#40E0D0
ENSBTAG00000008401	brown	#A52A2A
ENSBTAG00000008403	tan	#D2B48C
ENSBTAG00000008409	pink	#FFC0CB
ENSBTAG00000008411	turquoise	#40E0D0
ENSBTAG00000008412	turquoise	#40E0D0
ENSBTAG00000008414	greenyellow	#ADFF2F
ENSBTAG00000008416	turquoise	#40E0D0
ENSBTAG00000008419	blue	#0000FF
ENSBTAG00000008423	turquoise	#40E0D0
ENSBTAG00000008424	brown	#A52A2A
ENSBTAG00000008426	blue	#0000FF
ENSBTAG00000008428	blue	#0000FF
ENSBTAG00000008432	greenyellow	#ADFF2F
ENSBTAG00000008433	turquoise	#40E0D0
ENSBTAG00000008434	turquoise	#40E0D0
ENSBTAG00000008435	turquoise	#40E0D0
ENSBTAG00000008436	brown	#A52A2A
ENSBTAG00000008438	turquoise	#40E0D0
ENSBTAG00000008442	black	#000000
ENSBTAG00000008443	brown	#A52A2A
ENSBTAG00000008448	red	#FF0000
ENSBTAG00000008453	pink	#FFC0CB
ENSBTAG00000008457	purple	#A020F0
ENSBTAG00000008461	brown	#A52A2A
ENSBTAG00000008464	blue	#0000FF
ENSBTAG00000008466	blue	#0000FF
ENSBTAG00000008470	tan	#D2B48C
ENSBTAG00000008471	turquoise	#40E0D0
ENSBTAG00000008472	pink	#FFC0CB
ENSBTAG00000008480	turquoise	#40E0D0
ENSBTAG00000008482	purple	#A020F0
ENSBTAG00000008483	blue	#0000FF
ENSBTAG00000008484	magenta	#FF00FF
ENSBTAG00000008490	purple	#A020F0
ENSBTAG00000008497	brown	#A52A2A
ENSBTAG00000008510	black	#000000
ENSBTAG00000008511	lightyellow	#FFFFE0
ENSBTAG00000008518	turquoise	#40E0D0
ENSBTAG00000008520	brown	#A52A2A
ENSBTAG00000008525	black	#000000
ENSBTAG00000008527	purple	#A020F0
ENSBTAG00000008533	darkred	#8B0000
ENSBTAG00000008535	magenta	#FF00FF
ENSBTAG00000008543	brown	#A52A2A
ENSBTAG00000008548	turquoise	#40E0D0
ENSBTAG00000008550	brown	#A52A2A
ENSBTAG00000008555	green	#00FF00
ENSBTAG00000008556	turquoise	#40E0D0
ENSBTAG00000008562	turquoise	#40E0D0
ENSBTAG00000008576	turquoise	#40E0D0
ENSBTAG00000008577	purple	#A020F0
ENSBTAG00000008578	turquoise	#40E0D0
ENSBTAG00000008579	brown	#A52A2A
ENSBTAG00000008584	blue	#0000FF
ENSBTAG00000008587	red	#FF0000
ENSBTAG00000008590	blue	#0000FF
ENSBTAG00000008595	blue	#0000FF
ENSBTAG00000008600	magenta	#FF00FF
ENSBTAG00000008603	turquoise	#40E0D0
ENSBTAG00000008606	yellow	#FFFF00
ENSBTAG00000008607	turquoise	#40E0D0
ENSBTAG00000008613	purple	#A020F0
ENSBTAG00000008617	greenyellow	#ADFF2F
ENSBTAG00000008619	blue	#0000FF
ENSBTAG00000008621	pink	#FFC0CB
ENSBTAG00000008629	darkred	#8B0000
ENSBTAG00000008636	turquoise	#40E0D0
ENSBTAG00000008638	turquoise	#40E0D0
ENSBTAG00000008645	turquoise	#40E0D0
ENSBTAG00000008649	pink	#FFC0CB
ENSBTAG00000008650	yellow	#FFFF00
ENSBTAG00000008664	turquoise	#40E0D0
ENSBTAG00000008665	brown	#A52A2A
ENSBTAG00000008683	pink	#FFC0CB
ENSBTAG00000008685	turquoise	#40E0D0
ENSBTAG00000008695	brown	#A52A2A
ENSBTAG00000008696	royalblue	#4169E1
ENSBTAG00000008699	purple	#A020F0
ENSBTAG00000008703	brown	#A52A2A
ENSBTAG00000008705	blue	#0000FF
ENSBTAG00000008707	turquoise	#40E0D0
ENSBTAG00000008708	red	#FF0000
ENSBTAG00000008713	yellow	#FFFF00
ENSBTAG00000008717	turquoise	#40E0D0
ENSBTAG00000008718	red	#FF0000
ENSBTAG00000008719	brown	#A52A2A
ENSBTAG00000008720	lightgreen	#90EE90
ENSBTAG00000008728	blue	#0000FF
ENSBTAG00000008729	midnightblue	#191970
ENSBTAG00000008730	turquoise	#40E0D0
ENSBTAG00000008732	turquoise	#40E0D0
ENSBTAG00000008734	blue	#0000FF
ENSBTAG00000008736	darkorange	#FF8C00
ENSBTAG00000008737	purple	#A020F0
ENSBTAG00000008743	brown	#A52A2A
ENSBTAG00000008752	red	#FF0000
ENSBTAG00000008753	midnightblue	#191970
ENSBTAG00000008755	greenyellow	#ADFF2F
ENSBTAG00000008759	turquoise	#40E0D0
ENSBTAG00000008761	pink	#FFC0CB
ENSBTAG00000008762	black	#000000
ENSBTAG00000008766	turquoise	#40E0D0
ENSBTAG00000008772	turquoise	#40E0D0
ENSBTAG00000008789	blue	#0000FF
ENSBTAG00000008794	brown	#A52A2A
ENSBTAG00000008802	turquoise	#40E0D0
ENSBTAG00000008805	greenyellow	#ADFF2F
ENSBTAG00000008809	tan	#D2B48C
ENSBTAG00000008810	royalblue	#4169E1
ENSBTAG00000008812	brown	#A52A2A
ENSBTAG00000008814	blue	#0000FF
ENSBTAG00000008815	green	#00FF00
ENSBTAG00000008821	turquoise	#40E0D0
ENSBTAG00000008825	salmon	#FA8072
ENSBTAG00000008826	turquoise	#40E0D0
ENSBTAG00000008827	salmon	#FA8072
ENSBTAG00000008832	blue	#0000FF
ENSBTAG00000008833	turquoise	#40E0D0
ENSBTAG00000008839	blue	#0000FF
ENSBTAG00000008840	brown	#A52A2A
ENSBTAG00000008841	turquoise	#40E0D0
ENSBTAG00000008842	red	#FF0000
ENSBTAG00000008844	blue	#0000FF
ENSBTAG00000008845	blue	#0000FF
ENSBTAG00000008849	blue	#0000FF
ENSBTAG00000008852	turquoise	#40E0D0
ENSBTAG00000008853	midnightblue	#191970
ENSBTAG00000008854	brown	#A52A2A
ENSBTAG00000008860	turquoise	#40E0D0
ENSBTAG00000008862	magenta	#FF00FF
ENSBTAG00000008863	purple	#A020F0
ENSBTAG00000008864	turquoise	#40E0D0
ENSBTAG00000008866	purple	#A020F0
ENSBTAG00000008869	blue	#0000FF
ENSBTAG00000008873	brown	#A52A2A
ENSBTAG00000008880	blue	#0000FF
ENSBTAG00000008881	brown	#A52A2A
ENSBTAG00000008883	greenyellow	#ADFF2F
ENSBTAG00000008887	blue	#0000FF
ENSBTAG00000008888	magenta	#FF00FF
ENSBTAG00000008892	blue	#0000FF
ENSBTAG00000008893	turquoise	#40E0D0
ENSBTAG00000008895	blue	#0000FF
ENSBTAG00000008896	green	#00FF00
ENSBTAG00000008897	midnightblue	#191970
ENSBTAG00000008900	blue	#0000FF
ENSBTAG00000008902	turquoise	#40E0D0
ENSBTAG00000008905	red	#FF0000
ENSBTAG00000008909	black	#000000
ENSBTAG00000008911	yellow	#FFFF00
ENSBTAG00000008915	darkgreen	#006400
ENSBTAG00000008916	darkorange	#FF8C00
ENSBTAG00000008925	black	#000000
ENSBTAG00000008926	greenyellow	#ADFF2F
ENSBTAG00000008937	magenta	#FF00FF
ENSBTAG00000008939	turquoise	#40E0D0
ENSBTAG00000008942	red	#FF0000
ENSBTAG00000008948	turquoise	#40E0D0
ENSBTAG00000008953	salmon	#FA8072
ENSBTAG00000008954	grey60	#999999
ENSBTAG00000008956	turquoise	#40E0D0
ENSBTAG00000008958	pink	#FFC0CB
ENSBTAG00000008962	blue	#0000FF
ENSBTAG00000008964	yellow	#FFFF00
ENSBTAG00000008966	red	#FF0000
ENSBTAG00000008967	darkgreen	#006400
ENSBTAG00000008969	grey60	#999999
ENSBTAG00000008978	brown	#A52A2A
ENSBTAG00000008981	green	#00FF00
ENSBTAG00000008987	green	#00FF00
ENSBTAG00000008989	green	#00FF00
ENSBTAG00000008990	turquoise	#40E0D0
ENSBTAG00000008991	yellow	#FFFF00
ENSBTAG00000008994	blue	#0000FF
ENSBTAG00000008996	blue	#0000FF
ENSBTAG00000009006	purple	#A020F0
ENSBTAG00000009020	blue	#0000FF
ENSBTAG00000009021	turquoise	#40E0D0
ENSBTAG00000009023	green	#00FF00
ENSBTAG00000009026	darkturquoise	#00CED1
ENSBTAG00000009034	brown	#A52A2A
ENSBTAG00000009036	brown	#A52A2A
ENSBTAG00000009048	turquoise	#40E0D0
ENSBTAG00000009050	yellow	#FFFF00
ENSBTAG00000009055	turquoise	#40E0D0
ENSBTAG00000009061	darkred	#8B0000
ENSBTAG00000009064	brown	#A52A2A
ENSBTAG00000009065	green	#00FF00
ENSBTAG00000009067	midnightblue	#191970
ENSBTAG00000009072	yellow	#FFFF00
ENSBTAG00000009076	red	#FF0000
ENSBTAG00000009077	brown	#A52A2A
ENSBTAG00000009079	turquoise	#40E0D0
ENSBTAG00000009084	grey60	#999999
ENSBTAG00000009085	pink	#FFC0CB
ENSBTAG00000009087	turquoise	#40E0D0
ENSBTAG00000009097	blue	#0000FF
ENSBTAG00000009098	turquoise	#40E0D0
ENSBTAG00000009101	brown	#A52A2A
ENSBTAG00000009103	purple	#A020F0
ENSBTAG00000009106	purple	#A020F0
ENSBTAG00000009109	black	#000000
ENSBTAG00000009111	turquoise	#40E0D0
ENSBTAG00000009112	turquoise	#40E0D0
ENSBTAG00000009121	black	#000000
ENSBTAG00000009123	turquoise	#40E0D0
ENSBTAG00000009127	pink	#FFC0CB
ENSBTAG00000009129	royalblue	#4169E1
ENSBTAG00000009131	blue	#0000FF
ENSBTAG00000009138	blue	#0000FF
ENSBTAG00000009139	yellow	#FFFF00
ENSBTAG00000009141	magenta	#FF00FF
ENSBTAG00000009142	pink	#FFC0CB
ENSBTAG00000009151	turquoise	#40E0D0
ENSBTAG00000009154	midnightblue	#191970
ENSBTAG00000009155	red	#FF0000
ENSBTAG00000009157	green	#00FF00
ENSBTAG00000009165	red	#FF0000
ENSBTAG00000009167	turquoise	#40E0D0
ENSBTAG00000009169	black	#000000
ENSBTAG00000009175	blue	#0000FF
ENSBTAG00000009176	yellow	#FFFF00
ENSBTAG00000009181	turquoise	#40E0D0
ENSBTAG00000009183	turquoise	#40E0D0
ENSBTAG00000009194	blue	#0000FF
ENSBTAG00000009201	turquoise	#40E0D0
ENSBTAG00000009207	greenyellow	#ADFF2F
ENSBTAG00000009208	salmon	#FA8072
ENSBTAG00000009210	skyblue	#87CEEB
ENSBTAG00000009214	blue	#0000FF
ENSBTAG00000009216	salmon	#FA8072
ENSBTAG00000009226	turquoise	#40E0D0
ENSBTAG00000009228	brown	#A52A2A
ENSBTAG00000009231	blue	#0000FF
ENSBTAG00000009232	royalblue	#4169E1
ENSBTAG00000009235	blue	#0000FF
ENSBTAG00000009237	pink	#FFC0CB
ENSBTAG00000009242	royalblue	#4169E1
ENSBTAG00000009245	green	#00FF00
ENSBTAG00000009246	turquoise	#40E0D0
ENSBTAG00000009251	grey60	#999999
ENSBTAG00000009256	tan	#D2B48C
ENSBTAG00000009266	blue	#0000FF
ENSBTAG00000009267	green	#00FF00
ENSBTAG00000009268	cyan	#00FFFF
ENSBTAG00000009272	grey60	#999999
ENSBTAG00000009275	darkgreen	#006400
ENSBTAG00000009278	pink	#FFC0CB
ENSBTAG00000009279	purple	#A020F0
ENSBTAG00000009281	turquoise	#40E0D0
ENSBTAG00000009282	red	#FF0000
ENSBTAG00000009286	yellow	#FFFF00
ENSBTAG00000009289	brown	#A52A2A
ENSBTAG00000009290	turquoise	#40E0D0
ENSBTAG00000009293	green	#00FF00
ENSBTAG00000009299	greenyellow	#ADFF2F
ENSBTAG00000009304	brown	#A52A2A
ENSBTAG00000009305	black	#000000
ENSBTAG00000009307	brown	#A52A2A
ENSBTAG00000009308	black	#000000
ENSBTAG00000009310	salmon	#FA8072
ENSBTAG00000009330	turquoise	#40E0D0
ENSBTAG00000009334	turquoise	#40E0D0
ENSBTAG00000009340	turquoise	#40E0D0
ENSBTAG00000009343	yellow	#FFFF00
ENSBTAG00000009345	turquoise	#40E0D0
ENSBTAG00000009346	greenyellow	#ADFF2F
ENSBTAG00000009351	turquoise	#40E0D0
ENSBTAG00000009353	darkgreen	#006400
ENSBTAG00000009362	black	#000000
ENSBTAG00000009368	turquoise	#40E0D0
ENSBTAG00000009371	blue	#0000FF
ENSBTAG00000009372	yellow	#FFFF00
ENSBTAG00000009378	turquoise	#40E0D0
ENSBTAG00000009381	midnightblue	#191970
ENSBTAG00000009382	lightcyan	#E0FFFF
ENSBTAG00000009383	blue	#0000FF
ENSBTAG00000009384	turquoise	#40E0D0
ENSBTAG00000009389	darkgreen	#006400
ENSBTAG00000009391	pink	#FFC0CB
ENSBTAG00000009394	black	#000000
ENSBTAG00000009401	turquoise	#40E0D0
ENSBTAG00000009407	white	#FFFFFF
ENSBTAG00000009410	turquoise	#40E0D0
ENSBTAG00000009412	turquoise	#40E0D0
ENSBTAG00000009414	turquoise	#40E0D0
ENSBTAG00000009415	blue	#0000FF
ENSBTAG00000009417	purple	#A020F0
ENSBTAG00000009419	red	#FF0000
ENSBTAG00000009423	magenta	#FF00FF
ENSBTAG00000009426	yellow	#FFFF00
ENSBTAG00000009427	magenta	#FF00FF
ENSBTAG00000009428	green	#00FF00
ENSBTAG00000009431	brown	#A52A2A
ENSBTAG00000009432	turquoise	#40E0D0
ENSBTAG00000009435	turquoise	#40E0D0
ENSBTAG00000009439	black	#000000
ENSBTAG00000009441	greenyellow	#ADFF2F
ENSBTAG00000009446	magenta	#FF00FF
ENSBTAG00000009451	turquoise	#40E0D0
ENSBTAG00000009453	yellow	#FFFF00
ENSBTAG00000009455	turquoise	#40E0D0
ENSBTAG00000009457	cyan	#00FFFF
ENSBTAG00000009458	turquoise	#40E0D0
ENSBTAG00000009462	turquoise	#40E0D0
ENSBTAG00000009469	blue	#0000FF
ENSBTAG00000009470	turquoise	#40E0D0
ENSBTAG00000009471	black	#000000
ENSBTAG00000009472	turquoise	#40E0D0
ENSBTAG00000009476	red	#FF0000
ENSBTAG00000009482	greenyellow	#ADFF2F
ENSBTAG00000009484	turquoise	#40E0D0
ENSBTAG00000009486	turquoise	#40E0D0
ENSBTAG00000009488	turquoise	#40E0D0
ENSBTAG00000009490	blue	#0000FF
ENSBTAG00000009491	blue	#0000FF
ENSBTAG00000009496	turquoise	#40E0D0
ENSBTAG00000009498	darkgrey	#A9A9A9
ENSBTAG00000009500	green	#00FF00
ENSBTAG00000009508	brown	#A52A2A
ENSBTAG00000009509	salmon	#FA8072
ENSBTAG00000009514	greenyellow	#ADFF2F
ENSBTAG00000009516	turquoise	#40E0D0
ENSBTAG00000009518	black	#000000
ENSBTAG00000009519	yellow	#FFFF00
ENSBTAG00000009521	turquoise	#40E0D0
ENSBTAG00000009522	pink	#FFC0CB
ENSBTAG00000009526	greenyellow	#ADFF2F
ENSBTAG00000009527	black	#000000
ENSBTAG00000009541	black	#000000
ENSBTAG00000009543	brown	#A52A2A
ENSBTAG00000009547	brown	#A52A2A
ENSBTAG00000009549	blue	#0000FF
ENSBTAG00000009552	purple	#A020F0
ENSBTAG00000009554	turquoise	#40E0D0
ENSBTAG00000009560	blue	#0000FF
ENSBTAG00000009565	tan	#D2B48C
ENSBTAG00000009566	yellow	#FFFF00
ENSBTAG00000009574	blue	#0000FF
ENSBTAG00000009578	turquoise	#40E0D0
ENSBTAG00000009584	darkturquoise	#00CED1
ENSBTAG00000009595	brown	#A52A2A
ENSBTAG00000009598	blue	#0000FF
ENSBTAG00000009600	yellow	#FFFF00
ENSBTAG00000009602	turquoise	#40E0D0
ENSBTAG00000009611	tan	#D2B48C
ENSBTAG00000009614	darkorange	#FF8C00
ENSBTAG00000009615	turquoise	#40E0D0
ENSBTAG00000009618	blue	#0000FF
ENSBTAG00000009624	yellow	#FFFF00
ENSBTAG00000009635	green	#00FF00
ENSBTAG00000009636	pink	#FFC0CB
ENSBTAG00000009637	green	#00FF00
ENSBTAG00000009638	magenta	#FF00FF
ENSBTAG00000009641	green	#00FF00
ENSBTAG00000009643	green	#00FF00
ENSBTAG00000009646	turquoise	#40E0D0
ENSBTAG00000009647	brown	#A52A2A
ENSBTAG00000009653	cyan	#00FFFF
ENSBTAG00000009655	blue	#0000FF
ENSBTAG00000009657	blue	#0000FF
ENSBTAG00000009658	brown	#A52A2A
ENSBTAG00000009661	turquoise	#40E0D0
ENSBTAG00000009664	greenyellow	#ADFF2F
ENSBTAG00000009665	black	#000000
ENSBTAG00000009667	yellow	#FFFF00
ENSBTAG00000009668	turquoise	#40E0D0
ENSBTAG00000009676	blue	#0000FF
ENSBTAG00000009677	turquoise	#40E0D0
ENSBTAG00000009679	blue	#0000FF
ENSBTAG00000009680	greenyellow	#ADFF2F
ENSBTAG00000009681	darkgrey	#A9A9A9
ENSBTAG00000009682	black	#000000
ENSBTAG00000009683	midnightblue	#191970
ENSBTAG00000009685	blue	#0000FF
ENSBTAG00000009687	turquoise	#40E0D0
ENSBTAG00000009691	blue	#0000FF
ENSBTAG00000009694	magenta	#FF00FF
ENSBTAG00000009698	yellow	#FFFF00
ENSBTAG00000009703	red	#FF0000
ENSBTAG00000009705	blue	#0000FF
ENSBTAG00000009708	yellow	#FFFF00
ENSBTAG00000009709	turquoise	#40E0D0
ENSBTAG00000009711	green	#00FF00
ENSBTAG00000009715	blue	#0000FF
ENSBTAG00000009726	turquoise	#40E0D0
ENSBTAG00000009727	turquoise	#40E0D0
ENSBTAG00000009732	tan	#D2B48C
ENSBTAG00000009734	tan	#D2B48C
ENSBTAG00000009736	blue	#0000FF
ENSBTAG00000009744	black	#000000
ENSBTAG00000009747	magenta	#FF00FF
ENSBTAG00000009755	brown	#A52A2A
ENSBTAG00000009757	brown	#A52A2A
ENSBTAG00000009760	brown	#A52A2A
ENSBTAG00000009761	midnightblue	#191970
ENSBTAG00000009765	pink	#FFC0CB
ENSBTAG00000009770	blue	#0000FF
ENSBTAG00000009778	greenyellow	#ADFF2F
ENSBTAG00000009780	greenyellow	#ADFF2F
ENSBTAG00000009784	turquoise	#40E0D0
ENSBTAG00000009785	brown	#A52A2A
ENSBTAG00000009789	blue	#0000FF
ENSBTAG00000009796	blue	#0000FF
ENSBTAG00000009804	tan	#D2B48C
ENSBTAG00000009805	purple	#A020F0
ENSBTAG00000009806	blue	#0000FF
ENSBTAG00000009822	green	#00FF00
ENSBTAG00000009826	blue	#0000FF
ENSBTAG00000009828	lightcyan	#E0FFFF
ENSBTAG00000009838	turquoise	#40E0D0
ENSBTAG00000009839	brown	#A52A2A
ENSBTAG00000009845	turquoise	#40E0D0
ENSBTAG00000009846	turquoise	#40E0D0
ENSBTAG00000009849	turquoise	#40E0D0
ENSBTAG00000009850	brown	#A52A2A
ENSBTAG00000009852	turquoise	#40E0D0
ENSBTAG00000009854	grey60	#999999
ENSBTAG00000009855	yellow	#FFFF00
ENSBTAG00000009856	blue	#0000FF
ENSBTAG00000009871	purple	#A020F0
ENSBTAG00000009872	turquoise	#40E0D0
ENSBTAG00000009874	turquoise	#40E0D0
ENSBTAG00000009877	greenyellow	#ADFF2F
ENSBTAG00000009879	black	#000000
ENSBTAG00000009881	turquoise	#40E0D0
ENSBTAG00000009885	turquoise	#40E0D0
ENSBTAG00000009886	yellow	#FFFF00
ENSBTAG00000009887	midnightblue	#191970
ENSBTAG00000009888	darkturquoise	#00CED1
ENSBTAG00000009894	lightcyan	#E0FFFF
ENSBTAG00000009897	magenta	#FF00FF
ENSBTAG00000009903	blue	#0000FF
ENSBTAG00000009905	magenta	#FF00FF
ENSBTAG00000009906	turquoise	#40E0D0
ENSBTAG00000009912	tan	#D2B48C
ENSBTAG00000009915	turquoise	#40E0D0
ENSBTAG00000009916	brown	#A52A2A
ENSBTAG00000009917	blue	#0000FF
ENSBTAG00000009918	brown	#A52A2A
ENSBTAG00000009924	brown	#A52A2A
ENSBTAG00000009933	grey60	#999999
ENSBTAG00000009939	green	#00FF00
ENSBTAG00000009941	yellow	#FFFF00
ENSBTAG00000009942	greenyellow	#ADFF2F
ENSBTAG00000009948	brown	#A52A2A
ENSBTAG00000009949	purple	#A020F0
ENSBTAG00000009952	turquoise	#40E0D0
ENSBTAG00000009956	turquoise	#40E0D0
ENSBTAG00000009958	green	#00FF00
ENSBTAG00000009960	brown	#A52A2A
ENSBTAG00000009962	turquoise	#40E0D0
ENSBTAG00000009963	brown	#A52A2A
ENSBTAG00000009965	turquoise	#40E0D0
ENSBTAG00000009966	blue	#0000FF
ENSBTAG00000009969	brown	#A52A2A
ENSBTAG00000009974	blue	#0000FF
ENSBTAG00000009975	blue	#0000FF
ENSBTAG00000009983	blue	#0000FF
ENSBTAG00000009984	yellow	#FFFF00
ENSBTAG00000009985	midnightblue	#191970
ENSBTAG00000009990	brown	#A52A2A
ENSBTAG00000009991	turquoise	#40E0D0
ENSBTAG00000009994	blue	#0000FF
ENSBTAG00000009995	black	#000000
ENSBTAG00000009996	turquoise	#40E0D0
ENSBTAG00000010001	tan	#D2B48C
ENSBTAG00000010002	darkgreen	#006400
ENSBTAG00000010008	red	#FF0000
ENSBTAG00000010009	blue	#0000FF
ENSBTAG00000010013	yellow	#FFFF00
ENSBTAG00000010016	darkgrey	#A9A9A9
ENSBTAG00000010018	turquoise	#40E0D0
ENSBTAG00000010023	magenta	#FF00FF
ENSBTAG00000010030	red	#FF0000
ENSBTAG00000010036	blue	#0000FF
ENSBTAG00000010037	blue	#0000FF
ENSBTAG00000010042	grey60	#999999
ENSBTAG00000010046	brown	#A52A2A
ENSBTAG00000010052	green	#00FF00
ENSBTAG00000010059	turquoise	#40E0D0
ENSBTAG00000010063	purple	#A020F0
ENSBTAG00000010069	turquoise	#40E0D0
ENSBTAG00000010070	blue	#0000FF
ENSBTAG00000010071	salmon	#FA8072
ENSBTAG00000010073	turquoise	#40E0D0
ENSBTAG00000010077	blue	#0000FF
ENSBTAG00000010083	brown	#A52A2A
ENSBTAG00000010100	turquoise	#40E0D0
ENSBTAG00000010101	turquoise	#40E0D0
ENSBTAG00000010105	blue	#0000FF
ENSBTAG00000010107	turquoise	#40E0D0
ENSBTAG00000010109	turquoise	#40E0D0
ENSBTAG00000010113	midnightblue	#191970
ENSBTAG00000010114	brown	#A52A2A
ENSBTAG00000010118	turquoise	#40E0D0
ENSBTAG00000010120	magenta	#FF00FF
ENSBTAG00000010124	blue	#0000FF
ENSBTAG00000010125	midnightblue	#191970
ENSBTAG00000010126	turquoise	#40E0D0
ENSBTAG00000010130	turquoise	#40E0D0
ENSBTAG00000010131	blue	#0000FF
ENSBTAG00000010132	blue	#0000FF
ENSBTAG00000010134	salmon	#FA8072
ENSBTAG00000010135	turquoise	#40E0D0
ENSBTAG00000010136	brown	#A52A2A
ENSBTAG00000010146	lightyellow	#FFFFE0
ENSBTAG00000010149	blue	#0000FF
ENSBTAG00000010153	turquoise	#40E0D0
ENSBTAG00000010164	blue	#0000FF
ENSBTAG00000010169	magenta	#FF00FF
ENSBTAG00000010170	yellow	#FFFF00
ENSBTAG00000010176	brown	#A52A2A
ENSBTAG00000010181	brown	#A52A2A
ENSBTAG00000010195	blue	#0000FF
ENSBTAG00000010204	greenyellow	#ADFF2F
ENSBTAG00000010206	turquoise	#40E0D0
ENSBTAG00000010207	turquoise	#40E0D0
ENSBTAG00000010208	brown	#A52A2A
ENSBTAG00000010210	yellow	#FFFF00
ENSBTAG00000010217	salmon	#FA8072
ENSBTAG00000010220	green	#00FF00
ENSBTAG00000010221	turquoise	#40E0D0
ENSBTAG00000010227	yellow	#FFFF00
ENSBTAG00000010230	green	#00FF00
ENSBTAG00000010235	turquoise	#40E0D0
ENSBTAG00000010242	turquoise	#40E0D0
ENSBTAG00000010243	darkred	#8B0000
ENSBTAG00000010244	blue	#0000FF
ENSBTAG00000010247	turquoise	#40E0D0
ENSBTAG00000010252	turquoise	#40E0D0
ENSBTAG00000010255	purple	#A020F0
ENSBTAG00000010256	black	#000000
ENSBTAG00000010264	turquoise	#40E0D0
ENSBTAG00000010265	blue	#0000FF
ENSBTAG00000010271	darkturquoise	#00CED1
ENSBTAG00000010275	salmon	#FA8072
ENSBTAG00000010279	yellow	#FFFF00
ENSBTAG00000010286	black	#000000
ENSBTAG00000010290	royalblue	#4169E1
ENSBTAG00000010291	magenta	#FF00FF
ENSBTAG00000010292	royalblue	#4169E1
ENSBTAG00000010297	turquoise	#40E0D0
ENSBTAG00000010298	turquoise	#40E0D0
ENSBTAG00000010304	green	#00FF00
ENSBTAG00000010309	brown	#A52A2A
ENSBTAG00000010312	brown	#A52A2A
ENSBTAG00000010313	grey60	#999999
ENSBTAG00000010318	blue	#0000FF
ENSBTAG00000010321	greenyellow	#ADFF2F
ENSBTAG00000010322	turquoise	#40E0D0
ENSBTAG00000010324	turquoise	#40E0D0
ENSBTAG00000010334	turquoise	#40E0D0
ENSBTAG00000010341	greenyellow	#ADFF2F
ENSBTAG00000010343	red	#FF0000
ENSBTAG00000010346	blue	#0000FF
ENSBTAG00000010347	midnightblue	#191970
ENSBTAG00000010351	turquoise	#40E0D0
ENSBTAG00000010355	pink	#FFC0CB
ENSBTAG00000010356	grey60	#999999
ENSBTAG00000010357	yellow	#FFFF00
ENSBTAG00000010359	grey60	#999999
ENSBTAG00000010360	blue	#0000FF
ENSBTAG00000010363	turquoise	#40E0D0
ENSBTAG00000010365	brown	#A52A2A
ENSBTAG00000010367	black	#000000
ENSBTAG00000010368	brown	#A52A2A
ENSBTAG00000010372	blue	#0000FF
ENSBTAG00000010373	turquoise	#40E0D0
ENSBTAG00000010375	brown	#A52A2A
ENSBTAG00000010376	yellow	#FFFF00
ENSBTAG00000010379	turquoise	#40E0D0
ENSBTAG00000010380	tan	#D2B48C
ENSBTAG00000010381	yellow	#FFFF00
ENSBTAG00000010384	brown	#A52A2A
ENSBTAG00000010386	pink	#FFC0CB
ENSBTAG00000010388	darkturquoise	#00CED1
ENSBTAG00000010390	brown	#A52A2A
ENSBTAG00000010393	brown	#A52A2A
ENSBTAG00000010395	magenta	#FF00FF
ENSBTAG00000010401	magenta	#FF00FF
ENSBTAG00000010402	brown	#A52A2A
ENSBTAG00000010408	turquoise	#40E0D0
ENSBTAG00000010414	orange	#FFA500
ENSBTAG00000010416	salmon	#FA8072
ENSBTAG00000010419	turquoise	#40E0D0
ENSBTAG00000010426	blue	#0000FF
ENSBTAG00000010427	brown	#A52A2A
ENSBTAG00000010428	greenyellow	#ADFF2F
ENSBTAG00000010437	darkred	#8B0000
ENSBTAG00000010439	brown	#A52A2A
ENSBTAG00000010442	yellow	#FFFF00
ENSBTAG00000010447	green	#00FF00
ENSBTAG00000010449	turquoise	#40E0D0
ENSBTAG00000010451	salmon	#FA8072
ENSBTAG00000010456	purple	#A020F0
ENSBTAG00000010458	turquoise	#40E0D0
ENSBTAG00000010465	turquoise	#40E0D0
ENSBTAG00000010467	brown	#A52A2A
ENSBTAG00000010477	blue	#0000FF
ENSBTAG00000010485	greenyellow	#ADFF2F
ENSBTAG00000010487	brown	#A52A2A
ENSBTAG00000010490	turquoise	#40E0D0
ENSBTAG00000010492	purple	#A020F0
